frame,Parameter clip_score_coherence,Parameter aesthetic_score_coherence,Parameter image_reward_score_coherence,Parameter pick_a_score_score_coherence,Parameter hpsv2_score_coherence,Parameter vqa_score_coherence,Parameter sciscore_score_coherence
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0.3462357704732494,0.3983386517065749,0.41866306140432363,0.38443462772400355,0.35772820565216373,0.3383986890079963,0.2933393372673492
2,0.45045411868278695,0.48573897776910013,0.5428977351385081,0.48012226538065894,0.4494596008989729,0.43132554622245306,0.3534909319427368
3,0.4820951688564574,0.4959294274782016,0.5922724480509459,0.5063523861469627,0.48796585997236863,0.45071074700175545,0.34623335369137964
4,0.45731020962403907,0.4604034225786463,0.6096002996645445,0.47926100649120773,0.49839398766008547,0.4324892754288742,0.3450630568846737
5,0.4407530145076429,0.4230711895939219,0.5972834866073703,0.45107828157178687,0.5401527022442214,0.42543139632122506,0.3428667837122253
6,0.42537494113119256,0.4085297327573093,0.5730381435808763,0.424096958944822,0.5972228732735739,0.40442524350990705,0.3177983928946539
7,0.42146299563093714,0.40912610942041083,0.5429644476088004,0.4084561057898368,0.6325437561580879,0.383075390186393,0.29161185660492617
8,0.41784971678135013,0.4291662139692506,0.5296593862616861,0.4020540662521,0.6494280681862203,0.3971153470374529,0.278322402881975
9,0.4357840581056413,0.44452424762124193,0.5225272906275128,0.4049149667356242,0.654058059177506,0.4097271516570561,0.23237776382780065
10,0.44452521989169025,0.4627509294477082,0.5267126586354737,0.4118007511723948,0.6525318119950297,0.4166131567870286,0.19381135653938122
11,0.41541347902408954,0.4539129402696076,0.5358264641883785,0.3896810504396875,0.6432396680782632,0.4231095297352637,0.17571070546762513
12,0.3568220380439815,0.45547815180695606,0.560518132531166,0.3665699212426696,0.6773550587448545,0.4096406882237713,0.1640457136186371
13,0.2913698264139513,0.43931466882720327,0.5820780644364754,0.33393758220095626,0.7150530436865518,0.3538827402308363,0.13683933638644638
14,0.24851675969446715,0.4353289312283041,0.59494388855834,0.3165007001912964,0.7272109159504513,0.29435766096901356,0.12525974176720214
15,0.2023769515598113,0.4279849711566716,0.6254621973614927,0.3083980857149335,0.7055191618354519,0.22539359543881216,0.15299641186769275
16,0.16645753189915383,0.4504517019730111,0.6697013602078302,0.35008872380215056,0.6836139016497221,0.18387532951681054,0.19059109128423488
17,0.1563291289190596,0.4829885552617487,0.7096653137035842,0.3901815962706013,0.6641112194838457,0.13570412588351735,0.25600792789898863
18,0.17556702871496274,0.5202323301875248,0.7247078385963206,0.443535875562342,0.6449631304826572,0.10423311801228213,0.3157450493012525
19,0.1662992210276748,0.5462824522084467,0.7319129190212843,0.4852089189663336,0.6283800030838005,0.08101076268673187,0.38376922865961216
20,0.14664687882139416,0.5688307628856828,0.7177895162094737,0.5188072127392376,0.632578797378059,0.07025387279537867,0.42093431696270583
21,0.14587975036514853,0.5851977552275731,0.6693771530503523,0.5383318807738555,0.634682441913296,0.05679636851260232,0.441533308377234
22,0.1715714571746844,0.5896263153779998,0.6149710880070663,0.563493020563533,0.6098601649918391,0.08780636450571533,0.4618362532012025
23,0.19997407067561068,0.6003106941450705,0.5901658728912185,0.5778388164463913,0.5904872469996054,0.1312512769421881,0.5010256615988736
24,0.24653189800076347,0.6165325773300654,0.5714001352904445,0.6041061384561385,0.5734584881586959,0.1745160268098118,0.5275217892675218
25,0.31519650175222624,0.6526369186659718,0.5484588849382569,0.6196729271877466,0.5633186284322105,0.22502041876921028,0.550338180513371
26,0.3673832050116737,0.674861963473829,0.5365953846207804,0.6342880329725398,0.5621513356715908,0.27075196786976924,0.5585124223795305
27,0.38842006621599406,0.6873519623922102,0.5364123919348917,0.646670044759372,0.5623193718773928,0.3077101391439031,0.5485229602595194
28,0.39083211846607224,0.6911552219386343,0.5258626763160067,0.6502318812888651,0.5739945090896598,0.32584445120783917,0.5169001217653437
29,0.4029793050321826,0.6786412637668897,0.5019461686609423,0.6135842166195229,0.6195643260118207,0.3272968869126885,0.4887458159843493
30,0.4073151575205026,0.6704701620751113,0.4710194232373876,0.5877777432141499,0.6474336270518246,0.31652739895221127,0.4828280080693371
31,0.4172112178387709,0.6602555220344574,0.4601046448194016,0.5392428613327634,0.6652702097308802,0.30165186703453156,0.5075781366625698
32,0.4399849764376669,0.6821077232118427,0.43795002667104493,0.48215713141668753,0.6917471241829855,0.2578868181403982,0.5554164804506421
33,0.4649800741360276,0.7291504439299025,0.40657718869914256,0.44280902524223625,0.7146600717739504,0.21622792964174326,0.6085043335836556
34,0.5064726311772567,0.7925639746006395,0.4012608411307957,0.4458678091533015,0.719470379482853,0.20596427480647023,0.6698333758796727
35,0.5484675552955862,0.8254365579335493,0.41031462523319273,0.45223469749182366,0.7196362524942084,0.21191732970480442,0.7260050557464972
36,0.5778768335937404,0.8497477426778811,0.3783230997803833,0.4718525384534913,0.73963987951234,0.21415696199754994,0.7642487336656599
37,0.6081077437218765,0.8452417924888286,0.37646464815787595,0.47348386841816054,0.7696415855510237,0.22956013702149328,0.773705998577796
38,0.6328314305872014,0.8111964165690791,0.39678921947806284,0.4704266377508536,0.8102369472320263,0.23090443062016816,0.7886728894258286
39,0.6262764958289462,0.7462951264444097,0.42135532906254214,0.4653171890434706,0.8533870758534062,0.21984491792638125,0.8100188370604023
40,0.6161348817320929,0.6876079816138644,0.45989973769191733,0.45444339779492093,0.8929864885658572,0.20994473642880482,0.8260116651604141
41,0.6255565652904634,0.642285056917933,0.5180970489069964,0.441263012338535,0.92564789184075,0.20360233376745143,0.8501852444332789
42,0.6158758962886949,0.5992434418844433,0.5399634127568604,0.4574825626484033,0.9375696002273881,0.21737267953232428,0.8736293621930172
43,0.6144846161092666,0.5663201660980101,0.5681735661843749,0.4719494243266136,0.9196345671662897,0.2545230750566662,0.8999711630038578
44,0.6005348553830624,0.5696431412096131,0.5829290648830217,0.46516329695385056,0.910852215150357,0.2864043984530179,0.9151296403024897
45,0.5907275989850106,0.5896618949802093,0.582768053275062,0.43788405365894084,0.9240914623925736,0.3040638168533781,0.9132663539498117
46,0.5656597653314929,0.6018472123364472,0.5709446680497645,0.42350073697259316,0.9321361307766738,0.326669521877189,0.9017489841794458
47,0.5317912049622776,0.5917581883159416,0.5718685049066434,0.38971774772150974,0.9272441248175114,0.3530970396986521,0.8978526792833098
48,0.48537579612995074,0.5792919135360277,0.55159443029311,0.36651438618218996,0.9368818477898427,0.36413033949728807,0.9005481416130997
49,0.4656398743662572,0.5445235796075548,0.5415656283126961,0.35880092693827403,0.9453016867955788,0.3834517585156233,0.88873688075668
50,0.4462118973065917,0.5070887859212398,0.5289489019200693,0.37182475843810636,0.9499586460744563,0.407262433631024,0.886210009905808
51,0.44136077589577666,0.4842041304099178,0.5242608347893639,0.38540355376698676,0.936070462298466,0.41488812504926326,0.8996602846997328
52,0.4652732263337198,0.48257859679160003,0.5037699753098948,0.4179317393061458,0.9201879314664713,0.3796823964054943,0.916967446535394
53,0.4978986522326438,0.47892843884097747,0.46673022785534846,0.44673743173077485,0.888735978226414,0.359549004371627,0.9259885620922571
54,0.5116995494341734,0.48404380408988557,0.40513048920365374,0.46418464837659396,0.8551910379793002,0.3295501534986064,0.9346654318671757
55,0.5165737644888799,0.47170433161873987,0.35205441146157823,0.4764671838620416,0.834275579256286,0.2857544330238267,0.9332888759082254
56,0.5156509337798664,0.44747910084318965,0.32304965283997295,0.48337704226306377,0.8144368440284742,0.24408000295363608,0.9260417884999782
57,0.5068041888943792,0.42391423495103203,0.33111781492570025,0.478381183072775,0.7987106858648583,0.22147542006049706,0.8981720969509992
58,0.4999790294644219,0.3881013200909065,0.35858779178286987,0.46255625274155443,0.7956985001821988,0.195566807002464,0.866793224809996
59,0.5243654416513566,0.3402656384668073,0.3785599607483886,0.4428702215588426,0.7992544437874981,0.16584275789602845,0.8514576863786182
60,0.5575567988111991,0.3185079472292139,0.3811311637440118,0.432910420189904,0.7670535741895123,0.14622122642370516,0.8693208975197032
61,0.5859856233649595,0.3031419552753426,0.3675058590737762,0.4126928886255459,0.7368116585361199,0.1307201243293573,0.8863787614400143
62,0.6114084483375049,0.28926222210925023,0.33413660523360217,0.3863919239821248,0.7160945282017298,0.1241695988451385,0.8950636025049389
63,0.6442847456506172,0.29681890355868507,0.2982954388029105,0.35002201190655674,0.6868020872004758,0.1104280184048057,0.8746307537755539
64,0.6496498251975628,0.3409370501630363,0.2801726567265416,0.3192637831314098,0.6527490444722406,0.12153895219813532,0.8508740989762479
65,0.6564247575182447,0.3707054853919283,0.300956072682633,0.3070910159686498,0.64351929559304,0.13259347508040337,0.8162807527256098
66,0.675838198820606,0.39203851009061713,0.3304360895144536,0.32691658509421717,0.6538595876428027,0.15101311134865936,0.7848262000690963
67,0.6860757135275913,0.4068717479328503,0.3669615943089168,0.3728763842670189,0.6679020087005708,0.15968709337800333,0.7527146605753456
68,0.6778200641617957,0.4254546818632235,0.4180391455683141,0.44141634095462157,0.7131509433573401,0.18748079847326454,0.7439959639465268
69,0.6685644575617461,0.4282450780635902,0.4868832833440852,0.5094448638396631,0.7588098181454506,0.18942839768473482,0.7468275115041724
70,0.6619316120241631,0.42978441989571536,0.530271143191584,0.5613164346282087,0.81409559501968,0.21282833048290897,0.7390880526633573
71,0.6238948585222778,0.42745032616363837,0.5672688019431043,0.5833533720789557,0.8516491773562096,0.24664175705781075,0.7177061615142369
72,0.5646823585140869,0.42258932128379667,0.5907699301770879,0.5964939390396262,0.8779633507618242,0.28517344208753004,0.7184700939666997
73,0.49524443454455025,0.4080182710066189,0.6033317242346303,0.5944493907961073,0.8549301107511187,0.3292488376190024,0.7167812318586422
74,0.4472078624301205,0.40088306806421087,0.5985487681585805,0.6017222383006033,0.826757083619737,0.39226596543225944,0.6843200544182643
75,0.4174037699155844,0.4175132469911409,0.5915578875827092,0.6101477503171437,0.8102409368205452,0.44333262897639886,0.6483511680586835
76,0.412896030479259,0.44456846398378014,0.5952253920349357,0.6313680893942767,0.8012045899538133,0.5119009651281493,0.6031524908835861
77,0.44740537279938586,0.47022038093844487,0.6062709922761842,0.6390282261729394,0.797359408922404,0.5917645137943545,0.5636621026145381
78,0.510262479067024,0.4890768387749335,0.5998711431602315,0.6512445990139808,0.8161474140636533,0.6351066670031493,0.560711966164795
79,0.5430334179568448,0.5107554511301533,0.5964610511485576,0.6706002993420828,0.8470761022645756,0.667667547856207,0.5661788481459724
80,0.5483164410717549,0.5132343438327316,0.5905585035190478,0.707736392280922,0.8494357572009884,0.6943916765420687,0.5503516322025184
81,0.5577589442022061,0.5040923842350346,0.5728502537476928,0.7504551186606189,0.8578112477623449,0.7016952091578728,0.5289241955748281
82,0.5423223876351645,0.4903037282235927,0.5318725957741394,0.7992302612466117,0.8614651972278561,0.71079468596789,0.4781846697282418
83,0.5310373124913803,0.4741223731969536,0.5075735523130772,0.8385934994918474,0.8699411328460493,0.7292021502610261,0.3918443865869651
84,0.5545194364900822,0.45740246566126325,0.4674346427117373,0.8664986890766383,0.8659576267820692,0.7245739203777194,0.32370995863500374
85,0.5982443441107468,0.42099863746911526,0.4279027889985729,0.8739946821098525,0.8556759374084787,0.6998826248015747,0.28857561370907364
86,0.6245306248006489,0.3898021300131049,0.4031898914177163,0.8589671175639018,0.8494380872531534,0.6622142444377448,0.25013762769266124
87,0.6657301518331346,0.3682273394810881,0.4144818986822314,0.8600288006611116,0.841392545873949,0.6125272567228898,0.2600485124405876
88,0.6981188358478109,0.3668673743885029,0.44124066387511507,0.8780789003813579,0.8097420630761196,0.5785071704920914,0.2802601827903235
89,0.7161700039287338,0.3554931643888317,0.49877458347229237,0.8805422949489911,0.781341763481311,0.5814380923020092,0.29228467226694904
90,0.683306255398201,0.3571382159559274,0.5649066037925881,0.8802821438665391,0.7707616552761354,0.5956963683363061,0.3052973889937582
91,0.6454756295706986,0.3649448416410662,0.5984792164643292,0.89270635595995,0.7486928234124132,0.5986993201413371,0.33856371456890283
92,0.606676688346204,0.3678257007969861,0.6298392668062236,0.8990216436974156,0.7516080959171277,0.5991536990419927,0.34939488791467077
93,0.5513048895031839,0.37518394196698507,0.6224496444682563,0.8979933115192176,0.786634435271878,0.6029418360323523,0.3525557965139947
94,0.48451378268182727,0.38896782940142766,0.6029502962709025,0.9050472940317854,0.8123009836802874,0.601330360791697,0.3738389885298955
95,0.4736344837726651,0.40634274010691973,0.5869034221599937,0.9213689514979515,0.8202967012922879,0.5957256867878165,0.3887817054664734
96,0.4877910762204847,0.41505564120927263,0.5750073644728588,0.9241722269408195,0.8314903152835628,0.5980453502292369,0.40663595344877546
97,0.5054886784166269,0.4478514106794512,0.5507806818708917,0.9040418765582587,0.830446900751292,0.58555891661974,0.4110881067899353
98,0.5377420322938328,0.46563770598068593,0.5555699029146027,0.8767974169507963,0.8170560044838574,0.5627148420517126,0.4181594284973568
99,0.5773063400531716,0.470920600926322,0.5540667550215612,0.8468822112489139,0.8298108826109039,0.5331405920530315,0.40108104432055186
100,0.5902805483357243,0.48844421719551506,0.5483266366425187,0.8370585714230582,0.857020860845301,0.5003663800242741,0.3813221282951539
101,0.6060220108896698,0.5089592344745928,0.5522643827556327,0.8454476618691736,0.8823154254196407,0.47553420099132127,0.37651818648639057
102,0.616713536463355,0.5084169953625678,0.5573519349915287,0.8627958092233264,0.913843041795067,0.4682824559941504,0.3861710992927635
103,0.6327393674600161,0.5141939402043244,0.5505546713495961,0.854256032622133,0.9257522983377284,0.4625918300791886,0.386411586584735
104,0.6515446781152902,0.546250325690213,0.5619039486481621,0.8372930978026913,0.91373062370518,0.46012483643120794,0.42761973155868127
105,0.6646964872010458,0.5537785614602617,0.5539341485635872,0.7956696274863811,0.8781958329126105,0.4680033539130052,0.4743073239515797
106,0.6555398104707452,0.5511837602011082,0.5456304126887249,0.7378963377716327,0.829983746503324,0.46586819616086633,0.5061548025044849
107,0.6613157331877816,0.5553006087920851,0.5222282822317341,0.6797366152705533,0.7720175159080145,0.47393594018624224,0.5315894739572024
108,0.6810181704621507,0.566283957854597,0.503097908183487,0.6423142837675111,0.746715427574921,0.4843220536866408,0.5726986581110481
109,0.6695316768023374,0.5686361134104805,0.4577195959303657,0.5956490175117471,0.7450754148280962,0.5000926120909217,0.579931351931906
110,0.6670837743205337,0.574522353497569,0.44296789810300125,0.5318854451925543,0.7696863316302333,0.5130753982628671,0.5934796914719717
111,0.676413030515374,0.5882288201753003,0.4475842388693706,0.5128359611823586,0.7939829827444951,0.5433531040445713,0.6153369247480425
112,0.6742149644670756,0.6210208203186457,0.4511113258472185,0.5037612468227817,0.8303622814897447,0.5501684188656368,0.6435099073557259
113,0.6819955802203603,0.6463853545867513,0.46883797710082503,0.5181866379295119,0.8487204130377585,0.5676139718272186,0.6765209355035725
114,0.7200957526451455,0.6512312793973781,0.5149026226914162,0.5754437946552083,0.8430894644057128,0.5775161174754444,0.7148436021153637
115,0.7666765645680474,0.6598966767706146,0.5592589306097068,0.6443722215212623,0.8295176842652595,0.5862158348182025,0.7439778208420286
116,0.8009311953559839,0.6630302610699157,0.6077054401278551,0.6723805510422239,0.8430568468396744,0.5768300459045146,0.7674657281882394
117,0.8238082531044392,0.6379658375364639,0.6607060305136232,0.6971463566727268,0.8352833110124311,0.5617607431791974,0.8039721190157488
118,0.8233005910257721,0.59436628685532,0.6687436618357047,0.6956097146367021,0.8285799359605047,0.5366719442484719,0.8371128882231834
119,0.8201865769221928,0.5605013668409783,0.6507480934327168,0.682389426302831,0.8189117313974132,0.5009755066591338,0.8724784077334747
120,0.815066703752368,0.5460636409496561,0.6123113453297294,0.6604977766429048,0.8074311109717751,0.4684516426872348,0.9056564621186903
121,0.8192866661326627,0.5336301478620904,0.5736600269241453,0.6222366306739849,0.7583797939529593,0.4543196989363105,0.9348775446991894
122,0.8217100714137533,0.5356531290515395,0.5591657165787072,0.577023254986625,0.7122281301042029,0.46156955403502364,0.922088325451411
123,0.8097878985032485,0.573545928035136,0.5551741219578413,0.5493715462890248,0.6918774238493423,0.4592006939081385,0.9101047514490546
124,0.7819714561381442,0.5987563663253673,0.5628413277641384,0.523634035853029,0.6772665459282248,0.45624983617824155,0.8869162339303102
125,0.7552754700445334,0.6098433613809724,0.5882015834558636,0.5020073604629659,0.6654737633326073,0.4388097243281745,0.8555501811225681
126,0.7110469151049738,0.647879300050258,0.5884601477552377,0.49391379384098416,0.6958007559439341,0.4039743656469217,0.8319118837377858
127,0.6734646258503639,0.6691246482106837,0.5769695976939915,0.4967231693993125,0.739449895731907,0.3549051701370957,0.8311691338659262
128,0.6338085313283879,0.6621539543281996,0.5777425616500543,0.4834638315752481,0.7813472600289421,0.3066122291617928,0.8146252153638661
129,0.6046745226090529,0.6711105828636631,0.5782644008045101,0.45557925351386336,0.8192316546810998,0.26919258741957935,0.7931145134528118
130,0.5595382881172277,0.7082012683759391,0.5730088615115688,0.42879312293972266,0.8541114182828701,0.2413586344340418,0.7666019839439928
131,0.5385010635820764,0.7127571493620172,0.5519764713296101,0.39183349379831256,0.8777315101171804,0.2249421874979515,0.7297688847047277
132,0.522664261580713,0.7187647189814268,0.5137845454037494,0.36370398690065386,0.8941352348708441,0.21773487849265982,0.6892197367994662
133,0.5274382337524802,0.7177922449216826,0.4965569525493635,0.35494698253348667,0.8984607270211314,0.21191495947250982,0.6670617277632463
134,0.5223739644196246,0.7060397782723686,0.47988727234736456,0.35543266482180075,0.8847240333309696,0.21047685936868693,0.6597485831605705
135,0.5229596058738534,0.6566347592082535,0.46863842173690773,0.37735182987254984,0.8602874597277947,0.20102841496114265,0.6574174550756915
136,0.5181993403110555,0.6093019055513279,0.4713739830231349,0.432197744018523,0.8429233504628838,0.1831785958343242,0.6556180457128764
137,0.4998735761912468,0.5438160602176298,0.5060314181904941,0.49245217176655476,0.8295766423673245,0.1678370791223095,0.6746499745795085
138,0.4811771621488672,0.4891811072790227,0.5512608031974415,0.5554741254294957,0.8216154125639301,0.15481224329425444,0.704011962979662
139,0.4923110427145643,0.4195055349387273,0.5838299349772011,0.6203485098242746,0.838708989879989,0.13257984052152008,0.7307832691711652
140,0.502299651765761,0.3499861429825743,0.6056457350070306,0.6728529892362595,0.8803288670412518,0.12846345701645212,0.7716656034807348
141,0.5005145643955795,0.3031270845224333,0.6313307044087277,0.7039184149402289,0.8993863781164876,0.12373816859785401,0.82860601764164
142,0.5174934067446927,0.261183368997283,0.6401459053654914,0.7275716246424354,0.9202939706558576,0.13716800379367677,0.8762524511132275
143,0.5117713280433999,0.20733355981872517,0.6149648856134747,0.7572716717370036,0.9328432051335468,0.1666306718280113,0.9083914144771634
144,0.5005178983536274,0.16843902946757874,0.5963381593786818,0.7898728938901662,0.9377267924825019,0.18847384968275585,0.9275957908939624
145,0.5047225314023083,0.14299346009226271,0.5737544279419077,0.8319141156501906,0.9361339187042341,0.20759659122938337,0.923334216973343
146,0.5340660267980956,0.11265318811017229,0.5591290219140123,0.8688532279416853,0.9462181512568023,0.21569552217445498,0.9059368688651872
147,0.5609821241298262,0.08474786958047019,0.5191765087836,0.8839177272069161,0.9532119063673336,0.1944902003617045,0.8651956786735775
148,0.5993045457340443,0.07562779377667309,0.48511603935631165,0.8849161001144569,0.9521005125569326,0.15700887883206005,0.7859290134686534
149,0.6226022139396108,0.08373658070647132,0.4602342273543756,0.8882635141983138,0.9529212450898519,0.12355873291178103,0.6959902826511398
150,0.6257070343500507,0.08851669155631096,0.43742530805139496,0.8701645134236872,0.9455421762243716,0.09173850853779969,0.616206764381156
151,0.6386173450655306,0.07730119996919996,0.40930055073484106,0.8526304210822274,0.92346279625444,0.08695734031610229,0.5340641845082892
152,0.6488572410845749,0.08508035985871286,0.41236168036353466,0.8535070212226586,0.9040671942510479,0.09312052905165637,0.48292193362990715
153,0.6739035133693466,0.08839111742909658,0.4203941348770241,0.8432357554723143,0.9003443492034461,0.10893855964442381,0.4726854612671336
154,0.6938070185681235,0.09326582693165426,0.42515646528289636,0.8204611477431504,0.8985510294474073,0.13739641558140014,0.45839332324591286
155,0.6978725413673069,0.10817134704675108,0.41986137632704706,0.8043672338645614,0.8774279622165642,0.1833703437351529,0.44642920696895005
156,0.6779439757572358,0.12627583161045527,0.4062203777334821,0.8032698792710167,0.8592332229804397,0.23068649537144362,0.443433660487412
157,0.6638163014306111,0.13511402342619258,0.4008144657497285,0.7971109306237768,0.8625736443829924,0.2640190920142616,0.42705982655227875
158,0.6376671729515092,0.13320043558076514,0.41191058414855036,0.806194025081215,0.8469032660081685,0.2841821572325082,0.41647747249994527
159,0.6288282695052684,0.12316883012211406,0.4211140427073254,0.8231019893282293,0.8339117860830226,0.3020415611749951,0.4057135608524299
160,0.6219471097677859,0.1066748037524191,0.45151940290716747,0.8324740112378168,0.8355886037226,0.3132449874800241,0.36774207999514547
161,0.6057948554638221,0.08873459937310227,0.4910779221645936,0.8293893708844132,0.8189093244947392,0.303882472459499,0.3429203357515163
162,0.576696060404727,0.09246708981554225,0.5047208030249422,0.8095604955046021,0.7777685458003594,0.30861811179233944,0.33159126458534477
163,0.5397894400792398,0.09481470898245704,0.49961705367601944,0.7626152063970232,0.7460073898261321,0.32637748618958184,0.2808903039913312
164,0.4877919151678202,0.08108306501966411,0.5009445155443923,0.7023488393362938,0.7108340331514431,0.3570287716959919,0.256012314607834
165,0.46861947028159756,0.06380829431024385,0.5092309400495055,0.6429780638279089,0.682946628142067,0.3753568029238788,0.25148201766799094
166,0.45235567397053306,0.06397936117019337,0.5171291560482575,0.5742948914816913,0.6957709448944315,0.39481609083464875,0.20943631470603213
167,0.44397010004627774,0.07034438765361203,0.5206648345152336,0.5120935217156503,0.7088123275929511,0.4171861477732057,0.1532499986866182
168,0.4363890376193025,0.11245336171239478,0.5151486034692526,0.47773570837298196,0.7222746839984832,0.4316860482050254,0.13824403233175184
169,0.45936540860813185,0.17350638483252911,0.5175943476412249,0.46398290605368014,0.7102943309105981,0.45029721944216394,0.13328108221355092
170,0.4672418643760934,0.24399167583248632,0.5081602075165835,0.4746726107593251,0.6792454279039764,0.4807108608324726,0.15344351818313412
171,0.4734376661499414,0.31805789131900847,0.49971380537206583,0.5062856507941144,0.6316943324820046,0.5152766597025188,0.19289499741407068
172,0.4751715378514961,0.37769977063910454,0.5069305699594547,0.5485063265460067,0.5931630584889576,0.5264718108861972,0.25708039085842727
173,0.477818786635329,0.40853842195340173,0.5073271591915696,0.5974592600171832,0.5352581179544545,0.5353074589552129,0.3020497157909207
174,0.46166633904369225,0.44503853357262313,0.479965533515819,0.6407404899309966,0.48340474292457347,0.5396129302203251,0.31477430546730034
175,0.44189194463308107,0.5052448016236688,0.44990295642359035,0.665360423656257,0.43708985815852497,0.5270575363524433,0.3033292337882279
176,0.44143119808378845,0.560685852428626,0.4293966177075773,0.6835843836848015,0.3645252704215645,0.5223137723900189,0.28815223133129686
177,0.43288483535278705,0.5989101310334004,0.42092028290321004,0.6980563247844392,0.2767955896455036,0.5223600298889456,0.24860208874254297
178,0.4292346459730174,0.6254287178909834,0.42700771794055564,0.6977881631680699,0.21544080296771234,0.5151485576219578,0.20258878738956812
179,0.4328197363378043,0.6301658138438553,0.4673610742382281,0.6826153503829161,0.17501071530806414,0.4771978157811008,0.1813802707919107
180,0.4308686706050947,0.6131902901116074,0.513521748101112,0.6636242320705803,0.14099004421213457,0.4521305542443854,0.16855386932733205
181,0.4056638810308093,0.6064712802031968,0.543917145780624,0.6481852582776177,0.1354079370165717,0.44235974752980306,0.1512232032079105
182,0.3909463822270031,0.6093838860710001,0.5692025744556556,0.645994645986032,0.14951256769325308,0.4413379684521496,0.15672345024864728
183,0.3928453433414925,0.6005405902212894,0.5936995039710361,0.6385259246761406,0.17215870511224887,0.4412037710279874,0.18093392481108247
184,0.39651724831342294,0.5800146722462981,0.5857344344510679,0.6438115720510007,0.21056359813143447,0.44994553016126937,0.20222971120651193
185,0.4181818967091456,0.5426720655814952,0.5633525044694024,0.6613632958521121,0.2644809006530553,0.44609710131052827,0.23567535001784978
186,0.463678161515526,0.47663938783923404,0.5308336041071088,0.6882002327358194,0.3238564105574573,0.41841932092749007,0.2876288047510487
187,0.5165507948945594,0.4227984918971714,0.5033921803584394,0.6868833426230256,0.3850307722231162,0.4039095480410551,0.33117597368683954
188,0.5483544760058403,0.37953280094849823,0.48273030362510133,0.68908581309006,0.42191312827658084,0.39624016766116316,0.38136506918388213
189,0.5436749314447448,0.3677913895404056,0.4843422263877329,0.6808007634726235,0.4431811443915922,0.40290995646119065,0.42737379046671986
190,0.5169334734978238,0.3600228247618271,0.4884105502078081,0.6406383528954691,0.45426282195753853,0.41096687117554626,0.4828699482402048
191,0.47375887151693086,0.3683419074106151,0.507193767272411,0.6026018373480484,0.4766323471460932,0.4174463101019439,0.5152286413307141
192,0.42580567400566083,0.38106482798469865,0.5383921400387599,0.5774492898631398,0.47401565929696,0.4206513587844091,0.5324866615667548
193,0.38269122901547653,0.4102301203179223,0.5628429601388458,0.5682699018526755,0.4804480682687411,0.4218746785277476,0.5441049510920914
194,0.3627995333289542,0.4582752169201575,0.5580435533136757,0.5486096839807169,0.4808972514501904,0.4187476883588285,0.5575688608946381
195,0.38224671372784,0.4955361572193299,0.5541971627592112,0.5623560316309683,0.47380605513569013,0.4221766163185944,0.5489793893500322
196,0.41608950959959845,0.524704721885996,0.5471678597742266,0.5666129250302133,0.44500252838811394,0.41430592286514467,0.5633756568661599
197,0.44569183589255673,0.5247644971133281,0.5190790818009153,0.5602758782008985,0.4348984955066713,0.41088134271555826,0.5711638284482332
198,0.4055972759924376,0.4669283707127564,0.4300971830060664,0.47017761969623395,0.36937955912644727,0.36393720487866354,0.4934710664978321
199,0.33283872810063886,0.34416348637613753,0.32522692697163896,0.3642353452738734,0.27774572554751975,0.278943376178552,0.3798821842134862
